,0
0,0.9187931261200619
1,0.9188985721906127
2,0.9200328300771508
3,0.9203492786059907
4,0.9204609759340123
5,0.9205440967452441
6,0.9207932793015254
7,0.921515914721535
8,0.9216347991420878
9,0.9222474950305259
10,0.9223865632977137
11,0.92249360107383
12,0.9237379154517987
13,0.9242773576256789
14,0.924677407365629
15,0.925270912946736
16,0.9257794630670787
17,0.925977331875052
18,0.9278203497061845
19,0.9298280626277011
20,0.9888053432783025
21,0.988832193817182
22,0.9888358377839247
23,0.9890936579003347
24,0.9892432573570806
25,0.9893590379771728
26,0.9893780094316043
27,0.989393940459636
28,0.9897638547452839
29,0.9898033738945489
30,0.9898659842203541
31,0.9899170829734094
32,0.9900050642879998
33,0.9900775407952422
34,0.9901673298212019
35,0.9901844884632636
36,0.990246713661102
37,0.9903478281058739
38,0.9904944546967571
39,0.9907419505565336
40,0.9930755052779653
41,0.9932080135848604
42,0.993312872279499
43,0.9933317624878513
44,0.9933759176882657
45,0.9934143674605603
46,0.9934424939595157
47,0.9934817758389944
48,0.9934965234994053
49,0.9935152950625727
50,0.9935256652205233
51,0.9935389290655283
52,0.9935658573315302
53,0.9936229288202363
54,0.9937932499901979
55,0.9937996937314009
56,0.9938086379769424
57,0.9938633302439368
58,0.9938714530170005
59,0.9938778659044829
60,0.993891574307528
61,0.9939190921250977
62,0.9939702954433703
63,0.9939767794524329
64,0.9940112809051108
65,0.9940497113475063
66,0.9941608250681679
67,0.9942066462700065
68,0.9942398115054468
69,0.9942520795323333
70,0.994262446288667
71,0.994267824250877
72,0.9943191375973649
73,0.9943712609194215
74,0.9944067592564101
75,0.9945055777946866
76,0.9945263017518262
77,0.9945597926990186
78,0.9945741944141853
79,0.9945803802624698
80,0.9945932104283663
81,0.9946111444057477
82,0.9946322668836282
83,0.9946798444933701
84,0.994711428540497
85,0.9947170377604936
86,0.9948371724943234
87,0.9948469382539753
88,0.9948592838430906
89,0.9949097300635422
90,0.9950303191270783
91,0.9950595898595265
92,0.9950713857749929
93,0.9950750075262218
94,0.9950794512262551
95,0.9950988208286567
96,0.9951032404451294
97,0.9951277769297899
98,0.9951939819356298
99,0.9952726986799655
100,0.9953790604772893
101,0.9953824899224206
102,0.9954308552950437
103,0.9955214922167905
104,0.9955233085728792
105,0.9955321280956542
106,0.9955327924055459
107,0.9955461484613572
108,0.9955705141508924
109,0.9956110493267285
110,0.9956279025890105
111,0.9956330571853701
112,0.9956503562843547
113,0.9956539157564877
114,0.995761748125362
115,0.9958117688039747
116,0.995867857111126
117,0.9958848620174819
118,0.9958913809177328
119,0.9958973524427899
120,0.995899279456571
121,0.9959292359521905
122,0.9959460582410753
123,0.9959498494269823
124,0.9959545556734071
125,0.9959634733862878
126,0.9959928827709367
127,0.99599332322899
128,0.9960299640270498
129,0.9960673004325308
130,0.9960992271686164
131,0.9961523236535943
132,0.996179547786139
133,0.9961804027332468
134,0.9961878563485986
135,0.9961978986355237
136,0.9962001476029316
137,0.9962626515550356
138,0.99628078276546
139,0.9962965313939729
140,0.9963498828676833
141,0.9963504675216468
142,0.9963739658861837
143,0.9963864194577737
144,0.9964225459030077
145,0.996467369644325
146,0.9964683631887262
147,0.9964993757995741
148,0.9965006339914415
149,0.9965059154791032
150,0.9965170380654478
151,0.9965241124453987
152,0.9965261527350252
153,0.9965380050068493
154,0.9965570782103346
155,0.9965764491940149
156,0.9965984525776082
157,0.9965989267485494
158,0.9966527114977027
159,0.9966640357711088
160,0.9966749489358502
161,0.9966988109474335
162,0.9967016617597745
163,0.9967453948543827
164,0.9967513436814934
165,0.9967684293064372
166,0.9967790514636999
167,0.9968393164158209
168,0.996883243777448
169,0.9968960453586337
170,0.9969288206322904
171,0.996929426188947
172,0.9969455571670321
173,0.9969459370416404
174,0.9969501100005086
175,0.9969613983378298
176,0.9969637777567629
177,0.9969740042831421
178,0.9969901232787673
179,0.9969995636398779
180,0.9970146283983994
181,0.9970289726541158
182,0.997096799318791
183,0.9971099061041402
184,0.9971162901146329
185,0.9971213127918714
186,0.9971254581165981
187,0.9971402964116802
188,0.997157318531739
189,0.9971906539230713
190,0.9972148256615622
191,0.9972340353206771
192,0.9972415027795873
193,0.997251048175279
194,0.9972710997137639
195,0.9972752652188999
196,0.9972796247643254
197,0.9973945752049371
198,0.9974052649299605
199,0.9975200759165542
