,train_acc,train_loss,test_acc,test_loss,com_time,except_users
0,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,2.2549019607843137,0
1,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,4.254901960784314,10
2,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,6.254901960784314,10
3,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,8.254901960784313,10
4,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,10.254901960784313,10
5,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,12.254901960784313,10
6,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,14.254901960784313,10
7,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,16.254901960784313,10
8,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,18.254901960784313,10
9,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,20.254901960784313,10
10,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,22.254901960784313,10
11,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,24.254901960784313,10
12,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,26.254901960784313,10
13,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,28.254901960784313,10
14,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,30.254901960784313,10
15,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,32.25490196078431,10
16,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,34.25490196078431,10
17,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,36.25490196078431,10
18,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,38.25490196078431,10
19,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,40.25490196078431,10
20,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,42.25490196078431,10
21,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,44.25490196078431,10
22,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,46.25490196078431,10
23,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,48.25490196078431,10
24,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,50.25490196078431,10
25,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,52.25490196078431,10
26,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,54.25490196078431,10
27,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,56.25490196078431,10
28,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,58.25490196078431,10
29,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,60.25490196078431,10
30,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,62.25490196078431,10
31,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,64.25490196078431,10
32,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,66.25490196078431,10
33,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,68.25490196078431,10
34,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,70.25490196078431,10
35,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,72.25490196078431,10
36,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,74.25490196078431,10
37,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,76.25490196078431,10
38,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,78.25490196078431,10
39,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,80.25490196078431,10
40,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,82.25490196078431,10
41,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,84.25490196078431,10
42,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,86.25490196078431,10
43,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,88.25490196078431,10
44,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,90.25490196078431,10
45,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,92.25490196078431,10
46,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,94.25490196078431,10
47,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,96.25490196078431,10
48,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,98.25490196078431,10
49,0.9733333333333334,0.37604031562325024,0.9706,0.0007769101745216175,100.25490196078431,10
