,0
0,0.9143019561701433
1,0.9183667427089282
2,0.9197319815797074
3,0.9197387979380917
4,0.92014561214052
5,0.9210879044393078
6,0.9212693159399503
7,0.9221866398868945
8,0.9224776288555055
9,0.9224901253723838
10,0.9229429385587749
11,0.9237148681192375
12,0.923891065703222
13,0.9245079819231383
14,0.9247458678732966
15,0.9256437877569954
16,0.9258581011256553
17,0.9258669992486805
18,0.9259763159562304
19,0.927847348467023
20,0.9836104940872662
21,0.9849825847446747
22,0.9853967957687506
23,0.9877737341958128
24,0.9878285539185654
25,0.9882357251599385
26,0.9885167129983019
27,0.9885690204005922
28,0.9887354723862418
29,0.9888688454690027
30,0.9888986385194103
31,0.9889613470310686
32,0.9890334228207127
33,0.9890852438868176
34,0.989261673926235
35,0.9893059303002115
36,0.9893521027285762
37,0.9893679064126881
38,0.9894460164096258
39,0.9894593683952868
40,0.9895660088141995
41,0.9895817033206675
42,0.9896280686717911
43,0.9896322836961888
44,0.9896421212202865
45,0.9897091822542607
46,0.9897243393006308
47,0.9897654331172889
48,0.9898375649726999
49,0.9898399841280436
50,0.9898417104259065
51,0.9898841932555151
52,0.9898950740717536
53,0.9899320614219571
54,0.9899392623927566
55,0.9900985137581538
56,0.9901101010369275
57,0.9901308143973646
58,0.9901310528475822
59,0.9902092568619308
60,0.9902112716034444
61,0.9903321871936129
62,0.9904037604441536
63,0.9906713212121885
64,0.9907236208327516
65,0.9907426177604328
66,0.9907519866124812
67,0.9908104515318578
68,0.990869277948388
69,0.9910509675375878
70,0.9912916622521503
71,0.9912931427375151
72,0.991426789660147
73,0.9914590161120352
74,0.9917289114714033
75,0.9918355511846582
76,0.9918382618663473
77,0.9918682528441709
78,0.9920103919421066
79,0.9920478953986402
80,0.9920590665141977
81,0.9920775555210186
82,0.9921217739605189
83,0.992191149468761
84,0.9923793148802644
85,0.9923794416571352
86,0.9923914311122348
87,0.9924838405684371
88,0.9925894618070427
89,0.992658693454983
90,0.992752743040618
91,0.992802766672622
92,0.9928864689002322
93,0.9929151731260826
94,0.9929359321787915
95,0.9929684323154861
96,0.9930803142709591
97,0.9930878787848136
98,0.9931005614316428
99,0.9931154891247203
100,0.9931789783357523
101,0.9931947581565173
102,0.9932599453710858
103,0.9932619489760266
104,0.9932945223892957
105,0.9933475586849037
106,0.9934401631847551
107,0.9935630522122708
108,0.9935695339319464
109,0.9936196977531128
110,0.9936301258193844
111,0.9936422098908184
112,0.9936483901327372
113,0.993669621923144
114,0.9936803309033039
115,0.9937967608458336
116,0.993798814696542
117,0.9938606569096449
118,0.9939285276274854
119,0.993994897898516
120,0.9940682137973222
121,0.9941058121951012
122,0.9941834381647496
123,0.9941869929448346
124,0.9942154649384469
125,0.9942575336121805
126,0.9943176937738889
127,0.9943882384064405
128,0.9944055792021083
129,0.9944748841228594
130,0.9945006958008036
131,0.9945101112909491
132,0.9945147606533924
133,0.9945307249738167
134,0.9946529245517783
135,0.9947108707094072
136,0.9947704606873577
137,0.9947859311025405
138,0.9948120879648333
139,0.9948666966312434
140,0.9948838667924531
141,0.9948979280289116
142,0.9949449874387246
143,0.9949583808469749
144,0.9949744421666422
145,0.9950312591326623
146,0.9950422364703272
147,0.9950596693270258
148,0.9951206098041209
149,0.995193376817479
150,0.9952311099250272
151,0.995251890851211
152,0.995299338361918
153,0.9953045702255701
154,0.9953081975855316
155,0.995378893873734
156,0.9953862751893534
157,0.9954025382666356
158,0.9954100953670542
159,0.9954361954446231
160,0.9954609906350351
161,0.9954635184098805
162,0.9954772151385177
163,0.9954791169750501
164,0.9955098289750846
165,0.995582020713799
166,0.9956499914820776
167,0.9957035625806745
168,0.9957267134995943
169,0.9957295030583513
170,0.9957425710987112
171,0.9958212951451911
172,0.9958461197348796
173,0.9958498083459866
174,0.9958804982457142
175,0.9958859016632197
176,0.9958978030713463
177,0.9959295004985804
178,0.9959320793193676
179,0.9959782866134417
180,0.9960064876567889
181,0.9960070786735927
182,0.996010706660033
183,0.9960189283442783
184,0.9960768310353446
185,0.996098476407781
186,0.9961575429446252
187,0.9962502322062704
188,0.9962674123182681
189,0.9962888521862829
190,0.9963082327476819
191,0.996309708073365
192,0.9963784181037341
193,0.9963929531795108
194,0.9963965417407477
195,0.9964549257803209
196,0.9964664813877382
197,0.9964838288972091
198,0.9964914415963957
199,0.9967503872923794
