,train_acc,train_loss,test_acc,test_loss,com_time
0,0.9483333333333335,0.42326409535366627,0.9629,0.0013478565592318773,5.0
1,0.45666666666666667,0.838744757670578,0.4459,0.005934864956140518,10.0
2,0.8416666666666666,0.7107865924496901,0.8537,0.004156746029853821,15.0
3,0.9549999999999998,0.6794869919930377,0.9655,0.003154594835639,20.0
4,0.9650000000000001,0.6652377763710036,0.9709,0.0028932449698448183,25.0
5,0.9650000000000001,0.656034619881875,0.9733,0.002708024077117443,30.0
6,0.9600000000000002,0.6498738243089782,0.974,0.0026623488277196885,35.0
7,0.9633333333333332,0.6461874019200188,0.9737,0.0026994329273700712,40.0
8,0.9683333333333335,0.6408641990750148,0.9754,0.002628336909413338,45.0
9,0.97,0.636596372061325,0.976,0.002653937266767025,50.0
10,0.97,0.6348981414275503,0.9779,0.0025698524549603464,55.0
11,0.9800000000000002,0.6321191942412459,0.9762,0.002572749488055706,60.0
12,0.9633333333333332,0.630149442889619,0.977,0.0026279125809669495,65.0
13,0.9683333333333335,0.626656494483379,0.9776,0.002701411572098732,70.0
14,0.9683333333333335,0.625973040706835,0.9773,0.002633363316953182,75.0
15,0.9800000000000002,0.6245910072249645,0.9765,0.0026436935916543006,80.0
16,0.9666666666666666,0.6230303080773407,0.9761,0.00270711365044117,85.0
17,0.9749999999999999,0.6214803305065945,0.9761,0.002657977256178856,90.0
18,0.9749999999999999,0.620570885593902,0.9757,0.0027104906201362608,95.0
19,0.9683333333333335,0.6196577825274474,0.9761,0.0027193954840302468,100.0
20,0.97,0.61876547992238,0.977,0.0026715994596481323,105.0
21,0.9716666666666669,0.6171623173285004,0.9773,0.0025983091682195664,110.0
22,0.9733333333333334,0.615621137146957,0.9758,0.00263261616230011,115.0
23,0.9800000000000002,0.6149455259495751,0.9766,0.002557458083331585,120.0
24,0.9766666666666668,0.6133222364405067,0.9761,0.002666430576145649,125.0
25,0.9716666666666669,0.6129274204832889,0.9762,0.002626455222070217,130.0
26,0.9716666666666669,0.6120453633638526,0.9759,0.0026655442699790003,135.0
27,0.97,0.6125457847588547,0.9749,0.002657884746789932,140.0
28,0.9816666666666667,0.6102134016089337,0.9759,0.0027386376783251763,145.0
29,0.9683333333333335,0.6100625268842462,0.9768,0.0026095756188035013,150.0
30,0.9766666666666668,0.6104436060467903,0.9766,0.0026372976765036585,155.0
31,0.9633333333333332,0.6103506978449256,0.9762,0.002700752657651901,160.0
32,0.9733333333333334,0.60844366792168,0.9773,0.002620587772130966,165.0
33,0.9683333333333335,0.6092536663430917,0.9763,0.002622164100408554,170.0
34,0.9733333333333334,0.6085920097722717,0.9763,0.00262478264272213,175.0
35,0.9683333333333335,0.6078180390250921,0.9771,0.0026176453381776808,180.0
36,0.9749999999999999,0.6074683284126119,0.976,0.0026244468033313753,185.0
37,0.9616666666666667,0.60696918592023,0.9769,0.0026506700441241266,190.0
38,0.97,0.6067923894938287,0.9765,0.0026610840767621992,195.0
39,0.985,0.6052478108324149,0.977,0.002603131866455078,200.0
40,0.9650000000000001,0.6061695698438646,0.9765,0.002658321575820446,205.0
41,0.9716666666666669,0.6054382036272512,0.9777,0.002568507905304432,210.0
42,0.97,0.605260040018516,0.976,0.0025437659949064254,215.0
43,0.9816666666666667,0.6053281747507734,0.976,0.002588161264359951,220.0
44,0.985,0.6053636866341899,0.9759,0.0026356237888336184,225.0
45,0.9749999999999999,0.6036516245172436,0.9763,0.0026023888856172564,230.0
46,0.9866666666666666,0.6041180968086118,0.9763,0.002545576222240925,235.0
47,0.9616666666666667,0.6040088087635207,0.9746,0.0026589499071240424,240.0
48,0.9800000000000002,0.602828565424047,0.9742,0.0026295390620827675,245.0
49,0.9666666666666666,0.6020436068617881,0.9753,0.0026293452784419058,250.0
