,train_acc,train_loss,test_acc,test_loss,com_time
0,0.6766666666666663,-0.40928163245463045,0.7282,-0.005319700908660889,10.0
1,0.7599999999999999,-0.6559903692319933,0.7473,-0.005723448264598846,20.0
2,0.7533333333333335,-0.6945592217657758,0.7572,-0.005893887585401535,30.0
3,0.7866666666666668,-0.7432937362321946,0.8352,-0.006400447863340378,40.0
4,0.8166666666666667,-0.7712233477757807,0.8392,-0.006489876556396485,50.0
5,0.7866666666666668,-0.7848352718070092,0.8432,-0.00654177132844925,60.0
6,0.7866666666666668,-0.7938126669067077,0.8448,-0.006580179935693741,70.0
7,0.8533333333333333,-0.8019457852655444,0.8554,-0.006661284285783768,80.0
8,0.9033333333333328,-0.8243834088373914,0.9043,-0.006993623518943786,90.0
9,0.9200000000000003,-0.8447188781075095,0.913,-0.007081888103485107,100.0
10,0.9066666666666665,-0.8552958678061936,0.9164,-0.007125487297773361,110.0
11,0.9166666666666666,-0.8622319495983964,0.9195,-0.007156078559160233,120.0
12,0.9233333333333335,-0.8676534721289556,0.9206,-0.007181190598011017,130.0
13,0.9299999999999999,-0.8719613805822028,0.9229,-0.0072020467340946194,140.0
14,0.9233333333333335,-0.8756337364258894,0.9245,-0.007219253277778626,150.0
15,0.9266666666666662,-0.8788670972471492,0.9254,-0.007234983891248703,160.0
16,0.9,-0.8817420511263998,0.9264,-0.007248184126615524,170.0
17,0.9233333333333335,-0.8842412457411314,0.9267,-0.0072599800646305085,180.0
18,0.9166666666666666,-0.8865628376824646,0.9277,-0.007270812827348709,190.0
19,0.9399999999999998,-0.8886185195025813,0.9286,-0.007280926084518432,200.0
20,0.9366666666666671,-0.8905260429044338,0.9294,-0.007290102577209473,210.0
21,0.9333333333333333,-0.8922106968324302,0.9305,-0.007298708283901214,220.0
22,0.9333333333333333,-0.89387848384627,0.9309,-0.007306820249557495,230.0
23,0.8966666666666668,-0.8953825414559853,0.9321,-0.007314261484146118,240.0
24,0.8966666666666668,-0.8968519547967618,0.9334,-0.00732139521241188,250.0
25,0.9233333333333335,-0.8981458014638031,0.9338,-0.007327990162372589,260.0
26,0.9433333333333337,-0.8992558094496014,0.9345,-0.007334103012084961,270.0
27,0.9099999999999999,-0.9005997218217887,0.9349,-0.00734063800573349,280.0
28,0.9200000000000003,-0.9017545670426212,0.9358,-0.007346264266967773,290.0
29,0.9200000000000003,-0.9026981997398582,0.9358,-0.007351938951015473,300.0
30,0.9266666666666662,-0.9037966824738003,0.9365,-0.007357230198383332,310.0
31,0.9366666666666671,-0.9046608962026135,0.9371,-0.007362135773897171,320.0
32,0.9333333333333333,-0.9056676323655921,0.9376,-0.0073668794453144075,330.0
33,0.9499999999999996,-0.9064644133085492,0.9382,-0.007371432870626449,340.0
34,0.9233333333333335,-0.9072509267279928,0.9385,-0.007375673949718475,350.0
35,0.9533333333333334,-0.9080274460452727,0.9389,-0.007380203461647034,360.0
36,0.9266666666666662,-0.9089349504960451,0.9395,-0.007384195560216904,370.0
37,0.9200000000000003,-0.9094995472052089,0.94,-0.0073882743000984194,380.0
38,0.9099999999999999,-0.9103710134997678,0.94,-0.0073918738782405855,390.0
39,0.9333333333333333,-0.9110410500257865,0.9403,-0.0073955560564994815,400.0
40,0.9333333333333333,-0.9118142806318985,0.9411,-0.007399398797750473,410.0
41,0.9233333333333335,-0.9122909866292813,0.9417,-0.007402995789051056,420.0
42,0.9366666666666671,-0.9128834919486468,0.9418,-0.007406261229515075,430.0
43,0.9266666666666662,-0.9134166171052904,0.9426,-0.007409422177076339,440.0
44,0.9566666666666668,-0.91413102007643,0.9433,-0.007412616068124771,450.0
45,0.9366666666666671,-0.9146277756567658,0.9433,-0.007415895527601242,460.0
46,0.9366666666666671,-0.9150868450544802,0.9439,-0.007418949592113495,470.0
47,0.9399999999999998,-0.9155798806810745,0.9442,-0.007421793389320373,480.0
48,0.9233333333333335,-0.916121423053102,0.9446,-0.00742464816570282,490.0
49,0.9299999999999999,-0.9167545447756046,0.9452,-0.0074276365876197814,500.0
