,0
0,0.9323849417768212
1,0.9325931621227534
2,0.9328659956824854
3,0.9330821665863246
4,0.9341326040123209
5,0.9342026815978246
6,0.9344228168946751
7,0.9345952678025915
8,0.9351120821796544
9,0.9352141908647794
10,0.9355044041311272
11,0.9358212408792765
12,0.9365840818451134
13,0.937511936599023
14,0.937864001649926
15,0.938121110876077
16,0.9383473960360329
17,0.9386077919692603
18,0.9398187264095197
19,0.9412343117586913
20,0.9865652049279635
21,0.9873330838309917
22,0.9875701583393428
23,0.9877929477629709
24,0.9882307107982233
25,0.9883172637703868
26,0.9883357363416332
27,0.9884016385156567
28,0.9887757237575766
29,0.9887757737120414
30,0.9887762424296944
31,0.9889748883922302
32,0.9890014348618118
33,0.9890399560091415
34,0.9890489052037953
35,0.9891902656338901
36,0.9891977286141139
37,0.9892208568122614
38,0.9894308242273756
39,0.9897146308328272
40,0.990875080216246
41,0.9914680275753772
42,0.9914855793920334
43,0.9915173378681391
44,0.9920656480052111
45,0.9924183013935635
46,0.9924300521140803
47,0.9924451529834085
48,0.9924713769787841
49,0.9924978295931844
50,0.9925062837127234
51,0.9925139966365936
52,0.992588893176055
53,0.9926716154037594
54,0.9927418692464054
55,0.9927969540010505
56,0.9928521613213298
57,0.992870941686127
58,0.9930164520903968
59,0.9930514825062451
60,0.993145647265784
61,0.9932341381214274
62,0.9935947899072315
63,0.9935966887743813
64,0.9936811254179032
65,0.9936812984480485
66,0.9938006870247018
67,0.9938948861060379
68,0.9939259906089051
69,0.993993966489482
70,0.99425044951948
71,0.994284158355818
72,0.9943191932431574
73,0.9943957167679787
74,0.9944107912087685
75,0.994428707580608
76,0.9944552806322677
77,0.9944969295066259
78,0.9946685654803129
79,0.9946846216138377
80,0.9947332424852666
81,0.9947619581749874
82,0.99480209713785
83,0.9949323434534749
84,0.9949687766985726
85,0.9951000379369322
86,0.9951095234099444
87,0.9951512244686185
88,0.9951514733314407
89,0.9951783090973525
90,0.9951824631491076
91,0.995197801495055
92,0.9952006272850792
93,0.9952108711582239
94,0.9952651098804015
95,0.9952887912899657
96,0.9953703037040387
97,0.995387423777781
98,0.9954703847705559
99,0.9954999181636603
100,0.9955073295420154
101,0.9955763501756094
102,0.9955773106562882
103,0.9957450340628656
104,0.9957692019349611
105,0.9957898905947958
106,0.9958273867036915
107,0.9958448197367232
108,0.9958729720822912
109,0.9959079403300457
110,0.9959644431830114
111,0.9959751244121451
112,0.9959944207921527
113,0.9960131983111244
114,0.9960434180150473
115,0.996067860337898
116,0.9960726499237367
117,0.9960732405146164
118,0.9960805084666877
119,0.9960880674593048
120,0.9960894340319009
121,0.9961287874000349
122,0.9961535466141007
123,0.9961889143232401
124,0.9961990427747056
125,0.9962746563805837
126,0.9963898927074497
127,0.9964004088405661
128,0.9964051899256954
129,0.9964197775082739
130,0.9964302201895638
131,0.9964369446500612
132,0.996444388361241
133,0.9964996352867576
134,0.9965017900322992
135,0.9965033347366278
136,0.9965118459714395
137,0.9965250442477708
138,0.9965478908321735
139,0.996607977220672
140,0.9966404280718311
141,0.9966418775992163
142,0.9966695183214581
143,0.9966737330757571
144,0.9966807013707817
145,0.9966927948091266
146,0.996696062310511
147,0.9967122769413408
148,0.9967168037190541
149,0.99672395266313
150,0.9967445479100194
151,0.9967523754585795
152,0.9967686114896185
153,0.9967716847802904
154,0.9967854276846979
155,0.9968158873521207
156,0.9968192434975944
157,0.9968341399023265
158,0.9968747010797793
159,0.996897022014206
160,0.996908995301234
161,0.996915168306091
162,0.9969346418457408
163,0.9969563050892244
164,0.9969577049691281
165,0.9969651929962254
166,0.9970044066086203
167,0.9970099177504033
168,0.9970158585322668
169,0.9970168387343623
170,0.9970352444317551
171,0.99705038941202
172,0.9970813722079126
173,0.9970970653213406
174,0.9971044591216729
175,0.9971120363885537
176,0.9971252174469541
177,0.9971293846482098
178,0.997132968901134
179,0.9971474068217654
180,0.9971681599536864
181,0.9971910725879056
182,0.9971971637258681
183,0.9972035226225966
184,0.9972042075380527
185,0.9972101589395345
186,0.9972307507558322
187,0.9972425367240888
188,0.9972600929837936
189,0.9972635353419119
190,0.9972648551801538
191,0.9972805300416547
192,0.9973066191244169
193,0.9973116183377488
194,0.9973222519204668
195,0.997363543614636
196,0.9974104942474156
197,0.9974678504640895
198,0.9974809522013215
199,0.9974942476173154
